"Key","bn","en","es","hi","id","ptg","tl","ur","vi","zh"
"timezoneLabel_2124","- চাথাম দ্বীপপুঞ্জ","- Chatham Islands","- Islas Chatham","- चैथम द्वीप समूह","- Chatham Islands","- Ilhas Chatham","- Chatham Islands","- چتھم جزائر","- Quần đảo Chatham","- 查塔姆群岛"
"timezoneLabel_213","- সামোয়া, টোঙ্গা","- Samoa, Tonga","- Samoa, Tonga","- समोआ, टोंगा","- Samoa, Tonga","- Samoa, Tonga","- Samoa, Tonga","- ساموا، ٹونگا","- Samoa, Tonga","- 萨摩亚、汤加"
"timezoneLabel_214","- লাইন দ্বীপপুঞ্জ","- Line Islands","- Islas de la Línea","- रेखा द्वीप","- Line Islands","- Ilhas Line","- Line Islands","- لائن جزائر","- Quần đảo Line","- 莱恩群岛"
"timezoneSearch","টাইমজোন অনুসন্ধান করুন","Search Timezone","Buscar Zona Horaria","समयक्षेत्र खोजें","Cari Zona Waktu","Fuso horário de pesquisa","Hanapin ang Time Zone","ٹائم زون تلاش کریں۔","Tìm kiếm Múi giờ","搜索时区"
"FliterBox_yjx","নিষ্পত্তি হয়েছে","Settled","Liquidado","बसे","Terselesaikan","Liquidado","Natapos","آباد","Đã thanh toán","已结算"
"FliterBox_wjx","অস্থির","Unsettled","No Liquidado","अस्थिर","Tidak Terselesaikan","Não liquidado","Hindi Natapos","بے ترتیب","Chưa thanh toán","未结算"
"FliterBox_yqx","বাতিল","Cancelled","Cancelado","रद्द किया गया","Dibatalkan","Cancelado","Kinansela","منسوخ","Đã hủy","已取消"
"gotoBet","বাজারে যাও","Go to the market","Ir al mercado","बाजार जाओ","Buka bursa","Vá para linhas de apostas","Pumunta sa Merkado","بازار جاؤ","Vào thị trường","前往投注盘"
"matchModal_title","সহজে বোনাস উপার্জন","Earn bonuses easily","Gana bonos fácilmente","आसानी से बोनस अर्जित करें","Dapatkan bonus dengan mudah","Ganhe bônus facilmente","Kumita ng mga Bonus nang Madali","آسانی سے بونس حاصل کریں۔","Kiếm tiền thưởng dễ dàng","轻松赚取奖金"
"matchModal_givenBonus","আপনাকে বোনাস দেওয়া হয়েছে","You have been given bonus","Se te ha otorgado un bono","आपको बोनस दिया गया है","Anda telah diberi bonus","Você recebeu um bônus","Nakakuha ka ng Bonus","آپ کو بونس دیا گیا ہے۔","Bạn đã được tặng tiền thưởng","您已获得奖金"
"email_title","আপনার সফল বাজি জন্য অভিনন্দন","Congratulations on your successful bet","Felicidades por tu apuesta exitosa","आपके सफल दांव पर बधाई","Selamat atas taruhan Anda yang berhasil","Parabéns pela sua aposta bem sucedida","Kongrats sa iyong Matagumpay na Pagtaya","آپ کی کامیاب شرط پر مبارکباد","Chúc mừng bạn đã cược thành công","恭喜您投注成功"
"email_possibleBet","প্রত্যাশিত আয়","Expected revenue","Ingresos Esperados","अपेक्षित राजस्व","Pendapatan yang diharapkan","esperava ganhar","Inaasahang Kita","متوقع آمدنی","Doanh thu dự kiến","预计获得收益"
"email_tips","আপনার ইমেইল ইনপুট করুন","please input your email","Por favor ingresa tu correo electrónico","कृपया अपना ईमेल इनपुट करें","silakan masukkan email Anda","por favor insira seu e-mail","Ilagay ang iyong Email","براہ کرم اپنا ای میل درج کریں۔","vui lòng nhập email của bạn","请输入邮箱"
"email_template","আপনি নিবন্ধিত","you registered","Te has registrado","आपने पंजीकरण कराया","Anda terdaftar","você se registrou","Nakapag-rehistro Ka","آپ نے رجسٹر کیا","bạn đã đăng ký","您注册的"
"noBonus_tip","আপনার ইভেন্টের সুযোগ ফুরিয়ে গেছে","You've run out of event opportunities","Te has quedado sin oportunidades de eventos","आपके पास इवेंट के अवसर समाप्त हो गए हैं","Anda sudah kehabisan kesempatan event","Você ficou sem oportunidades de eventos","Naubos na ang iyong mga pagkakataon sa mga kaganapan","آپ کے پاس ایونٹ کے مواقع ختم ہو گئے ہیں۔","Bạn đã hết cơ hội tham gia sự kiện","您的活动机会已用完"
"noBonus_tip2","আর কোন ঘটনা নেই","No more event","No hay más eventos","कोई और घटना नहीं","Tidak ada event lagi","Você pode tentar novamente amanhã","Wala nang Kaganapan","مزید کوئی واقعہ نہیں۔","Không còn sự kiện nào","没有此活动"
"send_account_tip","আপনার লগইন অ্যাকাউন্ট এবং পাসওয়ার্ড পাঠানো হয়েছে আপনার","Your login account and password have been sent to your","Tu cuenta de inicio de sesión y contraseña han sido enviadas a tu","आपका लॉगिन खाता और पासवर्ड आपके पास भेज दिया गया है","Akun login dan kata sandi Anda telah dikirim ke","Sua conta de login e senha foram enviadas para o seu","Ang iyong Account at Password sa pag-log in ay ipinadala na sa iyong","آپ کا لاگ ان اکاؤنٹ اور پاس ورڈ آپ کو بھیج دیا گیا ہے۔","Tài khoản và mật khẩu đăng nhập của bạn đã được gửi đến","您的登录账号和密码，已发送到您的"
"more","আরও","More","Más","अधिक","Selengkapnya","Mais","More","مزید","Thêm","更多"
"next12hours","পরবর্তী 12 ঘন্টা","Next 12 hours","Próximas 12 horas","अगले 12 घंटे","12 jam ke depan","próximas 12 horas","Sa Susunod na 12 Oras","اگلے 12 گھنٹے","12 giờ tới","未来12小时"
"next24hours","পরবর্তী 24 ঘন্টা","Next 24 hours","Próximas 24 horas","अगले 24 घंटे","24 jam ke depan","próximas 24 horas","Sa Susunod na 12 Oras","اگلے 24 گھنٹے","24 giờ tới","未来24小时"
"tomorrow","কাল","Tomorrow","Mañana","कल","Besok","Amanhã","Bukas","کل","Ngày mai","明天"
"nextthreedays","৩ দিনে","In 3 days","En 3 días","तीन दिनों में","Dalam 3 hari","próximos três dias","Sa Loob ng 3 Araw","3 دن میں","Trong 3 ngày","未来三天"
"nextweek","১ সপ্তাহের মধ্যে","In 1 week","En 1 semana","1 सप्ताह में","Dalam 1 minggu","A semana que vem","Sa Loob ng 1 Linggo","1 ہفتے میں","Trong 1 tuần","未来一周"
"lastDay","গতকাল","Yesterday","Ayer","कल","Yesterday","Yesterday","Yesterday","کل","Yesterday","Yesterday"
"autobetloading","অটো-বেটিং...","Auto-betting...","Apuesta automática...","ऑटो-सट्टेबाजी...","Taruhan-otomatis...","Aposta automática...","Nag-a-auto-bet...","خودکار بیٹنگ...","Tự động cược...","自动下注中..."
"activity_gongxi","অভিনন্দন, GoodDayBet আপনার জন্য টপ আপ করেছে","Congratulations, GoodDayBet has topped up for you","Felicidades, GoodDayBet ha recargado tu cuenta","बधाई हो, GoodDayBet आपके लिए टॉप अप हो गया है","Selamat, GoodDayBet telah top up untuk Anda","Parabéns, GoodDayBet topou para você","Kongrats, ang GoodDayBet ay nag-top up para sa iyo","مبارک ہو، GoodDayBet آپ کے لیے ٹاپ اپ ہو گیا ہے۔","Xin chúc mừng, GoodDayBet đã nạp tiền cho bạn","恭喜，GoodDayBet已为您充值"
"activity_gongxi2","এর পরে, আপনাকে বাজি সম্পূর্ণ করতে নির্দেশাবলী অনুসরণ করতে হবে। গেমটি জেতার পরে, আপনি বোনাস দাবি করতে পারেন।","Next, you just need to follow the instructions to complete the bet. After winning the game, you can claim the bonus.","A continuación, solo necesitas seguir las instrucciones para completar la apuesta. Después de ganar el juego, podrás reclamar el bono.","इसके बाद, आपको शर्त पूरी करने के लिए बस निर्देशों का पालन करना होगा। गेम जीतने के बाद आप बोनस का दावा कर सकते हैं।","Selanjutnya, Anda hanya perlu mengikuti instruksi untuk menyelesaikan taruhan. Setelah memenangkan permainan, Anda dapat mengklaim bonus.","Em seguida, você só precisa seguir as instruções para completar a aposta. Depois de vencer o jogo, você pode reivindicar o bônus.","Sundin mo lamang ang mga tagubilin upang makumpleto ang taya. Pagkatapos manalo sa laro, maaari mong kunin ang bonus.","اگلا، آپ کو شرط مکمل کرنے کے لیے صرف ہدایات پر عمل کرنے کی ضرورت ہے۔ گیم جیتنے کے بعد، آپ بونس کا دعوی کر سکتے ہیں۔","Tiếp theo, bạn chỉ cần làm theo hướng dẫn để hoàn tất khoản cược. Sau khi thắng trò chơi, bạn có thể nhận tiền thưởng.","接下来您只要按照引导完成投注，赢得比赛后，即可领取奖金。"
"activity_gongxi3","পরবর্তী ক্লিক করুন এবং সিস্টেম স্বয়ংক্রিয়ভাবে আপনার জন্য একটি ব্যবহারকারীর নাম এবং পাসওয়ার্ড তৈরি করবে, যা বাজি সফল হওয়ার পরে আপনার কাছে প্রদর্শিত হবে।","Click Next and the system will automatically create a username and password for you, which will be displayed to you after the bet is successful.","Haz clic en Siguiente y el sistema creará automáticamente un nombre de usuario y una contraseña para ti, los cuales se mostrarán después de que la apuesta sea exitosa","अगला क्लिक करें और सिस्टम स्वचालित रूप से आपके लिए एक उपयोगकर्ता नाम और पासवर्ड बनाएगा, जो शर्त सफल होने के बाद आपको प्रदर्शित किया जाएगा।","Klik Berikutnya dan sistem akan secara otomatis membuat nama pengguna dan kata sandi untuk Anda, yang akan ditampilkan kepada Anda setelah taruhan berhasil.","Clique em Avançar e o sistema criará automaticamente um nome de usuário e uma senha para você, que serão exibidos após a aposta ser bem-sucedida.","I-click ang Susunod at awtomatikong gagawa ang System ng Username at Password para sa iyo, na ipapakita sa iyo pagkatapos ng matagumpay na taya.","نیکسٹ پر کلک کریں اور سسٹم خود بخود آپ کے لیے ایک صارف نام اور پاس ورڈ بنائے گا، جو شرط لگانے کے کامیاب ہونے کے بعد آپ کو دکھایا جائے گا۔","Nhấp vào Tiếp theo và hệ thống sẽ tự động tạo một tên người dùng và mật khẩu cho bạn, điều mà sẽ được hiển thị cho bạn sau khi cược thành công.","点击下一步，系统将为您自动创建用户名和密码，投注成功后将展示给您。"
"nextStep","পরবর্তী ধাপ","Next step","Siguiente paso","अगला कदम","Langkah selanjutnya","Próxima Etapa","Susunod na Hakbang","اگلا مرحلہ","Bước tiếp theo","下一步"
"verifyEmail","ইমেল যাচাই করুন","Verify email","Verificar correo electrónico","ईमेल सत्यापित करें","Verifikasi email","Verify email","I-verify ang Email","ای میل کی تصدیق کریں۔","Xác thực email","验证邮箱"
"tzcg","সাফল্য বাজি!","Bet Success!","¡Apuesta exitosa!","शर्त सफल!","Taruhan Sukses!","Aposta Sucesso!","Matagumpay ang Taya!","کامیابی کی شرط لگائیں!","Cược Thành công!","投注成功！"
"activity_success1","অংশগ্রহণ করার জন্য আপনাকে ধন্যবাদ এবং আমরা আশা করি আপনি জিতবেন।","Thank you for participating and we hope you win.","Gracias por participar y esperamos que ganes.","भाग लेने के लिए धन्यवाद और हमें आशा है कि आप जीतेंगे।","Terima kasih atas partisipasinya dan kami harap Anda menang.","Obrigado pela sua participação e estamos ansiosos para vencer o concurso. Não se esqueça de deixar seu e-mail e iremos notificá-lo por e-mail sobre a senha da conta e o resultado do jogo. Você também pode fazer capturas de tela para salvá-las.","Salamat sa iyong paglahok at inaasahan naming ikaw ay manalo.","شرکت کرنے کے لیے آپ کا شکریہ اور ہمیں امید ہے کہ آپ جیت جائیں گے۔","Cảm ơn bạn đã tham gia và chúng tôi hy vọng bạn sẽ thắng.","感谢您的参与，期待您赢得比赛。请务必留下你的邮箱，我们将把账号密码和比赛结果通过邮箱通知您。您也可以截屏保存他们。"
"activity_success2","আমরা আপনার ইমেলে আপনার অ্যাকাউন্ট এবং পাসওয়ার্ড পাঠিয়েছি:","We have sent your account and password to your email:","Hemos enviado tu cuenta y contraseña a tu correo electrónico:","हमने आपका खाता और पासवर्ड आपके ईमेल पर भेज दिया है:","Kami telah mengirimkan akun dan kata sandi Anda ke email Anda:","Enviamos sua conta e senha para seu e-mail:","Ipinadala na namin ang iyong Account at Password sa iyong Email:","ہم نے آپ کا اکاؤنٹ اور پاس ورڈ آپ کے ای میل پر بھیج دیا ہے:","Chúng tôi đã gửi tài khoản và mật khẩu của bạn đến email của bạn:","我们已将账号密码发到您的邮箱："
"activity_success3","এটি পাওয়ার পর, অনুগ্রহ করে সময়মতো আপনার পাসওয়ার্ড পরিবর্তন করুন, এবং আমরা প্রতিযোগিতার পরে আপনার ইমেলে ফলাফল পাঠাব। ইমেল ঠিকানা ভুল হলে, আপনি পূর্ববর্তী ধাপে ফিরে যেতে এবং আপনার ইমেল ঠিকানা পরিবর্তন করতে পারেন।","After receiving it, please change your password in time, and we will send the results to your email after the competition. If the email address is incorrect, you can also go back to the previous step and modify your email address.","Después de recibirlo, por favor cambia tu contraseña a tiempo. Te enviaremos los resultados a tu correo electrónico después de la competencia. Si la dirección de correo electrónico es incorrecta, también puedes regresar al paso anterior y modificarla.","इसे प्राप्त करने के बाद, कृपया समय पर अपना पासवर्ड बदलें, और हम प्रतियोगिता के बाद परिणाम आपके ईमेल पर भेज देंगे। यदि ईमेल पता गलत है, तो आप पिछले चरण पर वापस जाकर अपना ईमेल पता संशोधित भी कर सकते हैं।","Setelah menerimanya, harap ubah kata sandi Anda tepat waktu, dan kami akan mengirimkan hasilnya ke email Anda setelah kompetisi. Jika alamat email salah, Anda juga dapat kembali ke langkah sebelumnya dan mengubah alamat email Anda.","Depois de recebê-lo, altere sua senha a tempo, e enviaremos os resultados para seu e-mail após a competição. Se o endereço de e-mail estiver incorreto, você também poderá voltar à etapa anterior e modificar seu endereço de e-mail.","Pagkatanggap nito, mangyaring palitan kaagad ang iyong Password. Ipapadala rin namin ang mga resulta sa iyong email pagkatapos ng kumpetisyon. Kung mali ang Email Address, maaari kang bumalik sa nakaraang hakbang upang baguhin ito.","اسے حاصل کرنے کے بعد، براہ کرم وقت پر اپنا پاس ورڈ تبدیل کریں، اور ہم مقابلہ کے بعد آپ کے ای میل پر نتائج بھیجیں گے۔ اگر ای میل ایڈریس غلط ہے، تو آپ پچھلے مرحلے پر بھی واپس جا سکتے ہیں اور اپنے ای میل ایڈریس میں ترمیم کر سکتے ہیں۔","Sau khi nhận được, vui lòng thay đổi mật khẩu của bạn kịp thời, chúng tôi sẽ gửi kết quả đến email của bạn sau khi hoàn tất. Nếu địa chỉ email không đúng, bạn cũng có thể quay lại bước trước đó và sửa đổi địa chỉ email của mình.","收到后，请及时修改密码，比赛结束后，我们将发送比赛结果到您的邮箱。如果邮箱错误，您也可以返回上一步，修改您的邮箱。"
"activity_success4","Done এ ক্লিক করলেই আপনাকে ফিরিয়ে নিয়ে যাবে","Clicking on Done will take you back","Al hacer clic en ""Hecho"", regresarás.","Done पर क्लिक करने पर आप वापस आ जाएंगे","Mengklik Selesai akan membawa Anda kembali","Clicar em Concluído irá levá-lo de volta","Ibabalik ka sa pangunahing pahina kapag clinick ang Tapos","Done پر کلک کرنا آپ کو واپس لے جائے گا۔","Nhấp vào Xong sẽ đưa bạn quay trở lại","点击完成将带您回到"
"activity_success5","আপনি সফলভাবে আপনার ইমেল যাচাই করেছেন!","You've successfully verified your email!","¡Has verificado tu correo electrónico con éxito!","आपने अपना ईमेल सफलतापूर्वक सत्यापित कर लिया है!","Anda telah berhasil memverifikasi email Anda!","Você verificou seu e-mail com sucesso!","Matagumpay mong na-verify ang iyong Email!","آپ نے کامیابی کے ساتھ اپنے ای میل کی تصدیق کر لی ہے!","Bạn đã xác thực thành công email của mình!","您已成功验证您的邮箱!"
"activity_success6","আপনার অ্যাকাউন্ট এবং পাসওয়ার্ড সংরক্ষণ মনে রাখবেন!","Remember to save your account and password!","Recuerda guardar tu cuenta y contraseña.","अपना खाता और पासवर्ड सहेजना याद रखें!","Ingat untuk menyimpan akun dan kata sandi Anda!","Lembre-se de salvar sua conta e senha!","Tandaan na i-save ang iyong Account at Password!","اپنا اکاؤنٹ اور پاس ورڈ محفوظ کرنا یاد رکھیں!","Hãy nhớ lưu tài khoản và mật khẩu của bạn!","请记得保存您的账号和密码!"
"activity_success7","একটি ছবি হিসাবে সংরক্ষণ করুন","Save as a picture","Guardar como imagen","चित्र के रूप में सहेजें","Simpan sebagai gambar","Salvar como uma imagem","I-save bilang Larawan","تصویر کے طور پر محفوظ کریں۔","Lưu dưới dạng ảnh","保存为图片"
"lastStep","আগের","Previous","Anterior","पहले का","Sebelumnya","Anterior","Nakaraang Hakbang","پچھلا","Trước đó","上一步"
"activity_finish1","আমরা দুঃখিত, কিন্তু সিস্টেম সনাক্ত করেছে যে আপনি ইতিমধ্যেই এই ইভেন্টে অংশগ্রহণ করেছেন৷ যদি আপনি ভুল ধারণা করেন বা ইমেল না পান, অনুগ্রহ করে গ্রাহক পরিষেবার সাথে যোগাযোগ করুন, আপনার সমর্থনের জন্য আপনাকে ধন্যবাদ!","We're sorry, but the system has detected that you have already participated in this event. If you misjudged or did not receive the email, please contact customer service, thank you for your support!","Lo sentimos, pero el sistema ha detectado que ya has participado en este evento. Si crees que esto es un error o no has recibido el correo electrónico, por favor contacta al servicio de atención al cliente. ¡Gracias por tu apoyo!","हमें खेद है, लेकिन सिस्टम ने पता लगा लिया है कि आप पहले ही इस कार्यक्रम में भाग ले चुके हैं। यदि आपने गलत निर्णय लिया या ईमेल प्राप्त नहीं किया, तो कृपया ग्राहक सेवा से संपर्क करें, आपके समर्थन के लिए धन्यवाद!","Kami minta maaf, tetapi sistem telah mendeteksi bahwa Anda telah berpartisipasi dalam acara ini. Jika Anda salah menilai atau tidak menerima email, silakan hubungi layanan pelanggan, terima kasih atas dukungan Anda!","Lamentamos, mas o sistema detectou que você já participou deste evento. Se você julgou mal ou não recebeu o e-mail, entre em contato com o atendimento ao cliente, obrigado pelo seu apoio!","Paumanhin, ngunit nakita ng System na nakilahok ka na sa kaganapang ito. Kung sa tingin mo ay mali ito o hindi mo natanggap ang Email, mangyaring makipag-ugnayan sa Customer Service. Salamat sa iyong suporta!","ہمیں افسوس ہے، لیکن سسٹم کو پتہ چلا ہے کہ آپ پہلے ہی اس ایونٹ میں شرکت کر چکے ہیں۔ اگر آپ نے غلط اندازہ لگایا یا ای میل موصول نہیں کیا تو، براہ کرم کسٹمر سروس سے رابطہ کریں، آپ کے تعاون کا شکریہ!","Chúng tôi rất tiếc, nhưng hệ thống đã phát hiện rằng bạn đã tham gia sự kiện này. Nếu bạn đã nhìn lầm hoặc không nhận được email, vui lòng liên hệ dịch vụ khách hàng, cảm ơn sự hỗ trợ của bạn!","很抱歉，系统检测到您已经参加过这个活动了。如果是误判或者没有收到邮件，请联系客服，谢谢您的支持！"
"activity_finish3","উপরের পৃষ্ঠায় ফিরে যান","Return to the top page","Regresar a la página principal","शीर्ष पृष्ठ पर लौटें","Kembali ke halaman atas","Voltar à página inicial","Bumalik sa Pangunahing Pahina","اوپر والے صفحے پر واپس جائیں۔","Quay lại trang đầu","返回首页"
"activity_limit_tip","শুধুমাত্র ইভেন্ট সময়কালে স্বয়ংক্রিয়ভাবে নতুন ব্যবহারকারীদের নিবন্ধন করুন!","Automatically register new users only during the event period!","¡Registros automáticos de nuevos usuarios solo durante el período del evento!","केवल ईवेंट अवधि के दौरान नए उपयोगकर्ताओं को स्वचालित रूप से पंजीकृत करें!","Otomatis mendaftarkan pengguna baru hanya selama periode event!","Cadastre automaticamente novos usuários somente durante o período do evento!","Awtomatikong magrehistro ng Bagong User lamang sa oras ng kaganapan!","صرف ایونٹ کی مدت کے دوران نئے صارفین کو خود بخود رجسٹر کریں!","Chỉ tự động đăng ký người dùng mới trong giai đoạn diễn ra sự kiện!","仅限活动期间自动注册新用户参与！"
"mybetrecord","আমার বাজি রেকর্ড","My Bet Record","Mi Historial de Apuestas","मेरा दांव रिकॉर्ड","Riwayat Taruhan Saya","Meus Registros de Apostas","Rekord ng Aking Taya","میرا بیٹ ریکارڈ","Hồ sơ Cược Của tôi","我的注单"
"result","ম্যাচের ফলাফল","Match Result","Resultado del Partido","मैच का परिणाम","Hasil Pertandingan","Resultado","Resulta ng Laban","میچ کا نتیجہ","Kết quả Trận đấu","赛果"
"result_type","ফলাফলের ধরন","Result Type","Tipo de Resultado","परिणाम प्रकार","Jenis Hasil","Tipo de Resultado","Uri ng Resulta","نتیجہ کی قسم","Loại Kết quả","赛果类型"
"shiduan","সময়কাল","Period","Período","अवधि","Periode","Período","Period","مدت","Giai đoạn","时段"
"all_leagues","সব লীগ","All Leagues","Todas las Ligas","सभी लीग","Semua Liga","Todas as Ligas","Lahat ng Liga","تمام لیگز","Tất cả Giải vô địch","所有联赛"
"Created","তৈরি হয়েছে","Created","Creado","बनाया था","Dibuat","Criado","Nagawa","بنایا","Đã tạo","已创建"
"xiadanshijian","অর্ডার করার সময়","Order Time","Hora del Pedido","ऑर्डर का समय","Waktu Order","Hora do Pedido","Oras ng Order","آرڈر کا وقت","Thời gian Đặt lệnh","下单时间"
"Confirming","নিশ্চিত করছে","Confirming","Confirmando","पुष्टि","Mengonfirmasi","Confirmando","Kinukumpirma","تصدیق کر رہا ہے۔","Đang xác nhận","确认中"
"Rejected","প্রত্যাখ্যাত","Rejected","Rechazado","अस्वीकार कर दिया","Ditolak","Rejeitado","Tinanggihan","مسترد","Bị từ chối","已拒绝"
"Settled","নিষ্পত্তি হয়েছে","Settled","Liquidado","बसे","Terselesaikan","Liquidado","Naayos","آباد","Đã thanh toán","已结算"
"settleStatus","স্থিতাবস্থা","Settle Status","Estado de Liquidación","निपटान स्थिति","Status Terselesaikan","Settle Status","Kalagayan ng Pag-ayos","سیٹل اسٹیٹس","Trạng thái Thanh toán","结算状态"
"today","আজ","Today","Hoy","आज","Hari Ini","Hoje","Ngayon","آج","Hôm nay","今日"
"telegram_yhdd","অনেক অফার","Many Offers","Muchas Ofertas","कई ऑफर","Banyak Penawaran","Muitas Ofertas","Maraming Alok","بہت ساری آفرز","Nhiều Ưu đãi","优惠多多"
"telegram_balance","বর্তমান ব্যালেন্স","Current Balance","Saldo Actual","वर्तमान शेष","Saldo Saat Ini","Saldo Atual","Kasalukuyang Balanse","کرنٹ بیلنس","Số dư Hiện tại","当前余额"
"telegram_dangqian","আপনার পূর্ববর্তী ইভেন্ট বাজি নিষ্পত্তি করা হয়েছে","Your previous event bet has been settled","Tu apuesta anterior del evento ha sido liquidada","आपकी पिछली इवेंट शर्त का निपटान हो गया है","Taruhan event Anda sebelumnya telah diselesaikan","Sua última aposta no evento foi liquidada","Ang iyong nakaraang taya sa kaganapang ito ay naayos na","آپ کے پچھلے ایونٹ کی شرط طے پا گئی ہے۔","Khoản cược cho sự kiện trước đó của bạn đã được thanh toán","您的上次活动注单已结算"
"telegram_desc","আপনার পূর্ববর্তী ইভেন্ট বাজি নিষ্পত্তি করা হয়েছে, লাভ R$:{লাভ}, বর্তমান ব্যালেন্স R$:{balance}","Your previous event bet has been settled, profit R$:{profit}, current balance R$:{balance}","Tu apuesta anterior del evento ha sido liquidada, ganancia R$: {ganancia}, saldo actual R$: {saldo}","आपका पिछला ईवेंट दांव तय हो गया है, लाभ R$:{लाभ}, वर्तमान शेष R$:{शेष राशि}","Taruhan event Anda sebelumnya telah diselesaikan, profit R$:{profit}, saldo saat ini R$:{balance}","Sua última aposta no evento foi liquidada, lucro R$:{profit}, saldo atual R$:{balance}","Ang iyong nakaraang taya sa kaganapang ito ay naayos na, kita R$:{kita}, kasalukuyang balanse R$:{balanse}","آپ کے پچھلے ایونٹ کی شرط طے پا گئی ہے، منافع R$:{profit}، موجودہ بیلنس R$:{balance}","Khoản cược cho sự kiện trước đó của bạn đã được thanh toán, lợi nhuận R$:{profit}, số dư hiện tại R$:{balance}","您的上次活动注单已结算，盈利R$:{profit}，当前余额R$:{balance}"
"telegram_xzjr","এখন যোগ দিন","Join Now","Unirse Ahora","अब शामिल हों","Gabung Sekarang","Junte-se Agora","Sumali Ngayon","ابھی شامل ہوں۔","Tham gia Ngay","现在加入"
"telegram_nowin","টেলিগ্রাম পূর্বাভাস গ্রুপে পিন করা লিঙ্কটি পরীক্ষা করুন এবং এটি আবার খুলুন","Check the pinned link in the Telegram prediction group and open it again","Revisa el enlace fijado en el grupo de predicción de Telegram y ábrelo nuevamente.","टेलीग्राम भविष्यवाणी समूह में पिन किए गए लिंक की जाँच करें और इसे फिर से खोलें","Periksa tautan yang disematkan di grup prediksi Telegram dan buka lagi","Verifique o link fixado no grupo de previsões do Telegram e abra-o novamente","Suriin ang naka-pin na link sa Telegram Prediction Group at buksan itong muli","ٹیلیگرام کی پیشن گوئی گروپ میں پن کیا ہوا لنک چیک کریں اور اسے دوبارہ کھولیں۔","Kiểm tra đường dẫn được ghim trong nhóm dự đoán trong Telegram và mở lại","Telegram预测群查看置顶处链接并打开，再次"
"telegram_lingqu","R$ {পুরস্কার} দাবি করুন","Claim R$ {reward}","Reclamar R$ {recompensa}","दावा R$ {इनाम}","Klaim R$ {reward}","Resgatar R$ {reward}","Kunin ang R$ {reward}","R$ {انعام} کا دعوی کریں","Nhận R$ {reward}","领取R$ {reward}"
"telegram_nowin2","বোনাস এবং আরো প্রচারমূলক ইভেন্টে অংশগ্রহণ.","Bonuses and participate in more promotional events.","Bonificaciones y participa en más eventos promocionales.","बोनस और अधिक प्रचार कार्यक्रमों में भाग लें।","Bonus dan berpartisipasi dalam lebih banyak event promosi.","Bônus e participe de mais promoções.","Mga bonus at sumali sa mas maraming pang-promosyon ng mga kaganapan.","بونس اور مزید پروموشنل ایونٹس میں شرکت کریں۔","Tiền thưởng và tham gia nhiều sự kiện quảng bá hơn.","奖金和参与更多优惠活动。"
"telegram_win","টেলিগ্রাম ভবিষ্যদ্বাণী গ্রুপে পিন করা লিঙ্কটি পরীক্ষা করুন এবং আরও প্রচারমূলক ইভেন্টে অংশ নিতে এটি খুলুন।","Check the pinned link in the Telegram prediction group and open it to participate in more promotional events.","Consulta el enlace fijado en el grupo de predicciones de Telegram y ábrelo para participar en más eventos promocionales.","टेलीग्राम भविष्यवाणी समूह में पिन किए गए लिंक की जाँच करें और अधिक प्रचार कार्यक्रमों में भाग लेने के लिए इसे खोलें।","Periksa tautan yang disematkan di grup prediksi Telegram dan buka untuk berpartisipasi dalam lebih banyak event promosi.","Verifique o link fixado no grupo de previsões do Telegram e abra-o para participar de mais promoções.","Suriin ang naka-pin na link sa Telegram Prediction Group at buksan ito upang makibahagi sa mas maraming promosyonal na mga kaganapan.","ٹیلیگرام کی پیشن گوئی گروپ میں پن کیا ہوا لنک چیک کریں اور مزید پروموشنل ایونٹس میں شرکت کے لیے اسے کھولیں۔","Kiểm tra đường dẫn được ghim trong nhóm dự đoán trong Telegram và mở đường dẫn này để tham gia nhiều sự kiện quảng bá hơn.","Telegram预测群查看置顶处链接并打开，参与更多优惠活动。"
"telegram_open","টেলিগ্রাম খুলুন","Open Telegram","Abrir Telegram","टेलीग्राम खोलें","Buka Telegram","Abrir Telegram","Buksan ang Telegram","ٹیلیگرام کھولیں۔","Mở Telegram","打开Telegram"
"telegram_reward_1","বোনাস","Bonus","Bono","बोनस","Bonus","Bônus","Bonus","بونس","Tiền thưởng","赠金"
"telegram_reward_2","স্বাগতম, GoodDayBet আপনাকে দেয়","Welcome, GoodDayBet gives you","Bienvenido, GoodDayBet te da","आपका स्वागत है, GoodDayBet आपको देता है","Selamat datang, GoodDayBet memberi Anda","Bem-vindo, GoodDayBet oferece a você","Maligayang pagdating, binibigyan ka ng GoodDayBet ng","خوش آمدید، GoodDayBet آپ کو دیتا ہے۔","Chào mừng, GoodDayBet tặng bạn","欢迎您的到来, GoodDayBet 赠送您"
"telegram_qw","যান","Go To","Ir a","जाओ","Buka","Ir Para","Pumunta Sa","پر جائیں۔","Đi Đến","前往"
"hqyzm","কোড পাঠান","Send code","Enviar código","कोड भेजें","Kirim kode","Obter código de verificação","Ipadala ang Code","کوڈ بھیجیں۔","Gửi mã","获取验证码"
"cxhq","কোড আবার পাঠান ({কাউন্টডাউন}গুলি)","Resend code ({countdown}s)","Reenviar código ({cuenta regresiva}s)","कोड पुनः भेजें ({countdown}s)","Kirim ulang kode ({countdown}s)","Reenviar OTP ({countdown}s)","Muling ipadala ang Code ({countdown}s)","کوڈ دوبارہ بھیجیں ({countdown}s)","Gửi lại mã ({countdown}s)","重新获取 ({countdown}s)"
